"","Sample_Number","Year","Month","Date","Site","Number_of_Samples","Sample_Replicate","Wet_Weight","Dry_Weight","Ratio_Dry_to_Wet","Analytical_Dry_Weight","Carbon_%","Hydrogen_%","Nitrogen_%","Carbon_Nitrogen_Ratio","Notes"
"732",350,2012,6,2012-06-01,"MOHK",15,2,9.41,1.18,0.13,2277,27.6,3.82,1.98,13.91,""
"733",351,2012,6,2012-06-07,"ABUR",15,1,12.79,1.87,0.15,2710,32.91,4.4,2.46,13.36,""
"734",351,2012,6,2012-06-07,"ABUR",15,2,12.79,1.87,0.15,2496,32.83,4.74,2.41,13.65,""
"735",352,2012,7,2012-07-02,"MOHK",15,1,10.58,1.1,0.1,2339,30.78,3.72,1.42,21.61,""
"736",352,2012,7,2012-07-02,"MOHK",15,2,10.58,1.1,0.1,2672,30.09,3.68,1.46,20.58,""
"737",353,2012,7,2012-07-03,"ABUR",15,1,13.13,1.23,0.09,2763,29.53,3.83,2.03,14.58,""
"738",353,2012,7,2012-07-03,"ABUR",15,2,13.13,1.23,0.09,2803,29.26,3.83,1.91,15.34,""
"739",354,2012,7,2012-07-10,"AQUE",15,1,9.88,0.91,0.09,2513,27.78,3.42,1.83,15.21,""
"740",354,2012,7,2012-07-10,"AQUE",15,2,9.88,0.91,0.09,2321,27.19,3.39,1.79,15.17,""
"741",355,2012,8,2012-08-03,"MOHK",15,1,10.53,1.15,0.11,2600,30.74,3.19,0.98,31.52,""
"742",355,2012,8,2012-08-03,"MOHK",15,2,10.53,1.15,0.11,2936,31.42,4.01,1.4,22.39,""
"743",356,2012,8,2012-08-03,"ABUR",15,1,10.79,1.33,0.12,2804,30.14,3.37,0.99,30.32,""
"744",356,2012,8,2012-08-03,"ABUR",15,2,10.79,1.33,0.12,2656,30.59,4.1,1.42,21.6,""
"745",357,2012,8,2012-08-08,"AQUE",15,1,6.81,0.52,0.08,2622,41.29,4.45,1.6,25.74,""
"746",357,2012,8,2012-08-08,"AQUE",15,2,6.81,0.52,0.08,2427,41.5,4.51,1.6,25.87,""
"747",358,2012,9,2012-09-06,"MOHK",15,1,7.77,0.56,0.07,2349,31.71,3.64,1.4,22.71,""
"748",358,2012,9,2012-09-06,"MOHK",15,2,7.77,0.56,0.07,2469,32.24,5.06,1.55,20.86,""
"749",359,2012,9,2012-09-06,"ABUR",15,1,7.91,0.88,0.11,2930,31.2,4.01,1.43,21.77,""
"750",359,2012,9,2012-09-06,"ABUR",15,2,7.91,0.88,0.11,2833,32.39,4.93,1.48,21.92,""
"751",360,2012,9,2012-09-07,"AQUE",15,1,7.37,0.6,0.08,2408,30.25,4.81,1.2,25.24,""
"752",360,2012,9,2012-09-07,"AQUE",15,2,7.37,0.6,0.08,2240,30.32,4.91,1.2,25.19,""
"753",361,2012,10,2012-10-03,"AQUE",15,1,5.69,0.46,0.08,2576,28.29,4.43,1.34,21.14,""
"754",361,2012,10,2012-10-03,"AQUE",15,2,5.69,0.46,0.08,2373,28.1,4.38,1.34,21.01,""
"755",362,2012,10,2012-10-10,"MOHK",15,1,6.3,0.58,0.09,2932,31.61,4.4,1.38,22.85,""
"756",362,2012,10,2012-10-10,"MOHK",15,2,6.3,0.58,0.09,2661,34.71,5.33,1.15,30.12,""
"757",363,2012,10,2012-10-10,"ABUR",15,1,6.6,0.67,0.1,2956,31.55,4.35,1.39,22.73,""
"758",363,2012,10,2012-10-10,"ABUR",15,2,6.6,0.67,0.1,2877,34.33,5.05,1.12,30.66,""
"759",364,2012,11,2012-11-02,"AQUE",15,1,6.6,0.63,0.1,2710,29.25,4.49,1.34,21.78,""
"760",364,2012,11,2012-11-02,"AQUE",15,2,6.6,0.63,0.1,2793,29.18,4.59,1.29,22.7,""
"761",365,2012,11,2012-11-05,"ABUR",15,1,4.16,0.27,0.06,2344,43.95,5.8,2.13,20.61,""
"762",365,2012,11,2012-11-05,"ABUR",15,2,4.16,0.27,0.06,2114,40.38,5.21,1.84,21.92,""
"763",366,2012,11,2012-11-05,"MOHK",15,1,5.22,0.46,0.09,2567,43.66,6.01,2.02,21.65,""
"764",366,2012,11,2012-11-05,"MOHK",15,2,5.22,0.46,0.09,2567,40.65,5.74,1.96,20.79,""
"765",367,2012,12,2012-12-05,"MOHK",15,1,6.06,0.56,0.09,2645,29.6,4.71,2.02,14.65,""
"766",367,2012,12,2012-12-05,"MOHK",15,2,6.06,0.56,0.09,2902,39.55,5.75,2.73,14.49,""
"767",368,2012,12,2012-12-05,"ABUR",15,1,6.36,0.43,0.07,2899,29.79,4.75,2,14.88,""
"768",368,2012,12,2012-12-05,"ABUR",15,2,6.36,0.43,0.07,2790,39.45,6.06,2.73,14.45,""
"769",369,2012,12,2012-12-11,"AQUE",15,1,4.57,0.47,0.1,2780,29.23,4.68,1.62,18.01,""
"770",369,2012,12,2012-12-11,"AQUE",15,2,4.57,0.47,0.1,2518,29.67,4.83,1.64,18.06,""
"771",370,2013,1,2013-01-03,"MOHK",15,1,5.56,0.65,0.12,2858,28.81,4.79,2.63,10.95,""
"772",370,2013,1,2013-01-03,"MOHK",15,2,5.56,0.65,0.12,2571,26.94,4.54,2.32,11.59,""
"773",371,2013,1,2013-01-03,"ABUR",15,1,6.96,0.68,0.1,2446,28.11,4.58,2.53,11.13,""
"774",371,2013,1,2013-01-03,"ABUR",15,2,6.96,0.68,0.1,2495,26.83,4.56,2.37,11.34,""
"775",372,2013,1,2013-01-19,"AQUE",15,1,3.1,0.35,0.11,2555,42.96,6.16,2.98,14.43,""
"776",372,2013,1,2013-01-19,"AQUE",15,2,3.1,0.35,0.11,2173,42.97,6.19,2.94,14.6,""
"777",373,2013,2,2013-02-07,"AQUE",15,1,3.99,0.3,0.08,2310,39.61,4.84,3.38,11.73,""
"778",373,2013,2,2013-02-07,"AQUE",15,2,3.99,0.3,0.08,2575,39.5,4.96,3.4,11.61,""
"779",374,2013,2,2013-02-11,"ABUR",15,1,6.52,0.71,0.11,2345,29.89,4.37,2.96,10.1,""
"780",374,2013,2,2013-02-11,"ABUR",15,2,6.52,0.71,0.11,2808,29.29,4.34,2.98,9.83,""
"781",375,2013,2,2013-02-11,"MOHK",15,1,5.37,0.67,0.12,2503,31.19,4.43,2.87,10.85,""
"782",375,2013,2,2013-02-11,"MOHK",15,2,5.37,0.67,0.12,2477,31.38,4.61,2.95,10.62,""
"783",376,2013,3,2013-03-05,"MOHK",15,1,5.35,0.37,0.07,2219,39.97,5.3,3.91,10.22,""
"784",376,2013,3,2013-03-05,"MOHK",15,2,5.35,0.37,0.07,2550,40.01,5.37,4.06,9.87,""
"785",377,2013,3,2013-03-11,"AQUE",15,1,9.3,1.21,0.13,2539,31.34,4.66,2.05,15.32,""
"786",377,2013,3,2013-03-11,"AQUE",15,2,9.3,1.21,0.13,2639,31.65,4.87,2.06,15.36,""
"787",378,2013,3,2013-03-12,"ABUR",15,1,6.73,0.62,0.09,2710,38.4,4.98,3.2,12,""
"788",378,2013,3,2013-03-12,"ABUR",15,2,6.73,0.62,0.09,2418,38.19,5.41,3.21,11.89,""
"789",379,2013,4,2013-04-02,"ABUR",15,1,8.15,1,0.12,2122,30.95,4.58,1.36,22.73,""
"790",379,2013,4,2013-04-02,"ABUR",15,2,8.15,1,0.12,2905,31,4.69,1.43,21.63,""
"791",380,2013,4,2013-04-04,"MOHK",15,1,7.68,0.65,0.08,2229,36.28,5.01,1.99,18.27,""
"792",380,2013,4,2013-04-04,"MOHK",15,2,7.68,0.65,0.08,2275,36.22,5.17,2.02,17.91,""
"793",381,2013,4,2013-04-10,"AQUE",15,1,6.11,0.48,0.08,2383,40.01,5.01,2.64,15.18,""
"794",381,2013,4,2013-04-10,"AQUE",15,2,6.11,0.48,0.08,2520,40.17,5.22,2.64,15.22,""
"795",382,2013,5,2013-05-01,"MOHK",15,1,6.52,0.91,0.14,2502,30.3,4.33,2.25,13.46,""
"796",382,2013,5,2013-05-01,"MOHK",15,2,6.52,0.91,0.14,2620,30.47,4.61,2.21,13.82,""
"797",383,2013,5,2013-05-02,"ABUR",15,1,7.57,0.72,0.1,2350,33.54,4.68,2.23,15.07,""
"798",383,2013,5,2013-05-02,"ABUR",15,2,7.57,0.72,0.1,2140,34.19,4.77,2.3,14.85,""
"799",384,2013,5,2013-05-09,"AQUE",15,1,8.46,0.88,0.1,2510,28.44,4.39,2.05,13.87,""
"800",384,2013,5,2013-05-09,"AQUE",15,2,8.46,0.88,0.1,2258,28.12,3.96,2.01,14.03,""
"801",385,2013,6,2013-06-04,"MOHK",15,1,8.13,0.61,0.08,2244,34.32,5.47,2.37,14.46,""
"802",385,2013,6,2013-06-04,"MOHK",15,2,8.13,0.61,0.08,2638,33.5,4.88,2.32,14.45,""
"803",386,2013,6,2013-06-05,"ABUR",15,1,6.6,1.1,0.17,2689,32.37,5.61,1.49,21.77,""
"804",386,2013,6,2013-06-05,"ABUR",15,2,6.6,1.1,0.17,2179,33.41,5.35,1.53,21.89,""
"805",387,2013,6,2013-06-10,"AQUE",15,1,7.29,0.95,0.13,2727,26.82,4.19,1.31,20.47,""
"806",387,2013,6,2013-06-10,"AQUE",15,2,7.29,0.95,0.13,2903,26.98,3.86,1.44,18.71,""
"807",388,2013,7,2013-07-01,"MOHK",15,1,11.25,1.38,0.12,2590,31.46,5.28,1.26,24.94,""
"808",388,2013,7,2013-07-01,"MOHK",15,2,11.25,1.38,0.12,2341,30.25,4.54,1.27,23.91,""
"809",389,2013,7,2013-07-02,"AQUE",15,1,6.82,0.7,0.1,2700,32.12,5.08,2.12,15.17,""
"810",389,2013,7,2013-07-02,"AQUE",15,2,6.82,0.7,0.1,2650,32.14,4.58,2.15,14.92,""
"811",390,2013,7,2013-07-03,"ABUR",15,1,8.17,1,0.12,2852,32.99,5.45,2.35,14.06,""
"812",390,2013,7,2013-07-03,"ABUR",15,2,8.17,1,0.12,2605,33.5,5.47,2.34,14.35,""
"813",391,2013,8,2013-08-05,"ABUR",15,1,8.41,1.04,0.12,2226,34.37,5.77,1.98,17.38,""
"814",391,2013,8,2013-08-05,"ABUR",15,2,8.41,1.04,0.12,2437,34.75,5.92,1.76,19.76,""
"815",392,2013,8,2013-08-06,"MOHK",15,1,7.57,0.87,0.11,2479,35.2,6,1.93,18.21,""
"816",392,2013,8,2013-08-06,"MOHK",15,2,7.57,0.87,0.11,2422,35.72,5.9,2.13,16.8,""
"817",393,2013,8,2013-08-08,"AQUE",15,1,11.1,1.25,0.11,2381,27.54,4.46,1.26,21.87,""
"818",393,2013,8,2013-08-08,"AQUE",15,2,11.1,1.25,0.11,2412,28.15,4.39,1.28,22.02,""
"819",394,2013,9,2013-09-03,"MOHK",15,1,11.04,1.34,0.12,2627,30.87,4.46,1.14,27.17,""
"820",394,2013,9,2013-09-03,"MOHK",15,2,11.04,1.34,0.12,2848,30.42,4.69,1.15,26.53,""
"821",395,2013,9,2013-09-03,"ABUR",15,1,11.92,1.61,0.14,2617,32.85,5.13,1.04,31.62,""
"822",395,2013,9,2013-09-03,"ABUR",15,2,11.92,1.61,0.14,2572,32.77,5.05,1.05,31.31,""
"823",396,2013,9,2013-09-04,"AQUE",15,1,9,0.85,0.09,2584,34.04,4.98,1.12,30.41,""
"824",396,2013,9,2013-09-04,"AQUE",15,2,9,0.85,0.09,2770,34.05,4.98,1.12,30.51,""
"825",397,2013,10,2013-09-30,"MOHK",15,1,10.03,1.26,0.13,2467,29.7,4.49,1.53,19.36,""
"826",397,2013,10,2013-09-30,"MOHK",15,2,10.03,1.26,0.13,2704,29.82,4.54,1.4,21.3,""
"827",398,2013,10,2013-09-30,"ABUR",15,1,9.78,1.21,0.12,2813,32.68,5.15,1.01,32.23,""
"828",398,2013,10,2013-09-30,"ABUR",15,2,9.78,1.21,0.12,2393,32.87,5.19,1.02,32.25,""
"829",399,2013,10,2013-10-04,"AQUE",15,1,7.6,0.61,0.08,2719,36.32,4.82,1.31,27.75,""
"830",399,2013,10,2013-10-04,"AQUE",15,2,7.6,0.61,0.08,2777,36.04,4.81,1.29,27.91,""
"831",400,2013,11,2013-11-04,"ABUR",15,1,8.23,1.02,0.12,2254,32.8,4.96,1.11,29.56,""
"832",400,2013,11,2013-11-04,"ABUR",15,2,8.23,1.02,0.12,2675,33.31,5.54,1.09,30.68,""
"833",401,2013,11,2013-11-05,"MOHK",15,1,7.72,0.72,0.09,2657,31.17,4.99,1.25,24.93,""
"834",401,2013,11,2013-11-05,"MOHK",15,2,7.72,0.72,0.09,2969,31.13,5.03,1.24,25.16,""
"835",402,2013,11,2013-11-07,"AQUE",15,1,7.34,0.77,0.1,2773,29.49,4.56,1.2,24.62,""
"836",402,2013,11,2013-11-07,"AQUE",15,2,7.34,0.77,0.1,2645,29.32,4.48,1.22,24.11,""
"837",403,2013,12,2013-12-03,"MOHK",15,1,8.54,0.95,0.11,2293,29.97,4.76,1.11,26.92,""
"838",403,2013,12,2013-12-03,"MOHK",15,2,8.54,0.95,0.11,2878,30.37,4.91,1.11,27.28,""
"839",404,2013,12,2013-12-03,"ABUR",15,1,9.45,0.83,0.09,2383,31.63,5.25,0.97,32.69,""
"840",404,2013,12,2013-12-03,"ABUR",15,2,9.45,0.83,0.09,2219,31.34,5.15,0.94,33.37,""
"841",405,2013,12,2013-12-06,"AQUE",15,1,6.08,0.87,0.14,2479,29.44,4.97,1.03,28.74,""
"842",405,2013,12,2013-12-06,"AQUE",15,2,6.08,0.87,0.14,2324,30.48,5.13,1,30.38,""
"843",406,2014,1,2014-01-03,"MOHK",15,1,5.64,0.77,0.14,2796,29.8,4.44,1.06,28.21,""
"844",406,2014,1,2014-01-03,"MOHK",15,2,5.64,0.77,0.14,2459,30.68,4.69,0.96,31.89,""
"845",407,2014,1,2014-01-03,"ABUR",15,1,4.7,0.72,0.15,2124,27.67,4.1,1.4,19.8,""
"846",407,2014,1,2014-01-03,"ABUR",15,2,4.7,0.72,0.15,2224,28.01,4.12,1.43,19.55,""
"847",408,2014,1,2014-01-07,"AQUE",15,1,5.86,0.5,0.09,2205,36.23,4.94,1.51,23.94,""
"848",408,2014,1,2014-01-07,"AQUE",15,2,5.86,0.5,0.09,2408,36.26,4.99,1.5,24.18,""
"849",409,2014,2,2014-02-03,"MOHK",15,1,6.68,0.63,0.09,2472,29.82,4.32,1.9,15.71,""
"850",409,2014,2,2014-02-03,"MOHK",15,2,6.68,0.63,0.09,2913,29.93,4.39,1.9,15.78,""
"851",410,2014,2,2014-02-04,"ABUR",15,1,7.05,0.43,0.06,2940,39.13,5.15,2.08,18.82,""
"852",410,2014,2,2014-02-04,"ABUR",15,2,7.05,0.43,0.06,2165,39.25,5.18,2.24,17.51,""
"853",411,2014,2,2014-02-06,"AQUE",15,1,8.53,0.48,0.06,2213,37.21,4.87,1.71,21.82,""
"854",411,2014,2,2014-02-06,"AQUE",15,2,8.53,0.48,0.06,2638,37.07,4.91,1.69,21.93,""
"855",412,2014,3,2014-03-12,"AQUE",15,1,5.16,0.58,0.11,2561,27,4.12,1.31,20.56,""
"856",412,2014,3,2014-03-12,"AQUE",15,2,5.16,0.58,0.11,2895,26.75,4.16,1.28,20.86,""
"857",413,2014,3,2014-03-12,"ABUR",15,1,6.45,0.55,0.09,2463,35.67,5.58,1.99,17.97,""
"858",413,2014,3,2014-03-12,"ABUR",15,2,6.45,0.55,0.09,2280,35.48,5.54,1.87,18.95,""
"859",414,2014,3,2014-03-12,"MOHK",15,1,6.89,0.93,0.13,2225,30.43,5.09,1.46,20.89,""
"860",414,2014,3,2014-03-12,"MOHK",15,2,6.89,0.93,0.13,2833,30.45,5.18,1.47,20.67,""
"861",415,2014,4,2014-04-02,"MOHK",15,1,4.18,0.33,0.08,2253,40.24,6.32,3.7,10.86,""
"862",415,2014,4,2014-04-02,"MOHK",15,2,4.18,0.33,0.08,2892,40.44,6.33,3.7,10.92,""
"863",416,2014,4,2014-04-08,"AQUE",15,1,6.04,0.83,0.14,2401,28.11,4.71,2.03,13.84,""
"864",416,2014,4,2014-04-08,"AQUE",15,2,6.04,0.83,0.14,2997,28.16,4.74,2.16,13.02,""
"865",417,2014,4,2014-04-09,"ABUR",15,1,6.21,0.36,0.06,2260,38.23,6.02,3.42,11.18,""
"866",417,2014,4,2014-04-09,"ABUR",15,2,6.21,0.36,0.06,2733,38.17,6.04,3.39,11.28,""
"867",418,2014,5,2014-05-01,"MOHK",15,1,6.17,0.41,0.07,2253,40.24,6.32,3.7,10.86,""
"868",418,2014,5,2014-05-01,"MOHK",15,2,6.17,0.41,0.07,2892,40.44,6.33,3.7,10.92,""
"869",419,2014,5,2014-05-02,"AQUE",15,1,9.73,0.9,0.09,2401,28.11,4.71,2.03,13.84,""
"870",419,2014,5,2014-05-02,"AQUE",15,2,9.73,0.9,0.09,2997,28.16,4.74,2.16,13.02,""
"871",420,2014,5,2014-05-09,"ABUR",15,1,9.4,1.11,0.12,2260,38.23,6.02,3.42,11.18,""
"872",420,2014,5,2014-05-09,"ABUR",15,2,9.4,1.11,0.12,2733,38.17,6.04,3.39,11.28,""
"873",421,2014,6,2014-06-02,"MOHK",15,1,11.5,1.41,0.12,2303,31.69,5.01,1.02,31.18,""
"874",421,2014,6,2014-06-02,"MOHK",15,2,11.5,1.41,0.12,2314,31.61,5.02,0.98,32.32,""
"875",423,2014,6,2014-06-03,"ABUR",15,1,-99999,-99999,0.1,2143,39.08,5.33,1.75,22.33,"Grand mean used for dry to wet"
"876",423,2014,6,2014-06-03,"ABUR",15,2,-99999,-99999,0.1,2443,39.26,5.33,1.8,21.87,"Grand mean used for dry to wet"
"877",422,2014,6,2014-06-06,"AQUE",15,1,14.93,1.37,0.09,2381,32.7,4.97,1.5,21.81,""
"878",422,2014,6,2014-06-06,"AQUE",15,2,14.93,1.37,0.09,2971,32.69,4.85,1.61,20.35,""
"879",424,2014,7,2014-07-02,"ABUR",15,1,10.64,0.86,0.08,2402,37.5,5.58,1.41,26.58,""
"880",424,2014,7,2014-07-02,"ABUR",15,2,10.64,0.86,0.08,2487,38.32,5.59,1.49,25.68,""
"881",425,2014,7,2014-07-02,"MOHK",15,1,13.5,1.14,0.08,2102,36.92,5.34,1.1,33.52,""
"882",425,2014,7,2014-07-02,"MOHK",15,2,13.5,1.14,0.08,2533,36.73,5.4,1.23,29.98,""
"883",426,2014,7,2014-07-08,"AQUE",15,1,10.98,1.17,0.11,2097,36.28,5.46,1.32,27.41,""
"884",426,2014,7,2014-07-08,"AQUE",15,2,10.98,1.17,0.11,2206,36.24,5.47,1.46,24.91,""
"885",427,2014,8,2014-08-01,"MOHK",15,1,9.85,0.61,0.06,2746,41.46,5.39,1.35,30.63,""
"886",427,2014,8,2014-08-01,"MOHK",15,2,9.85,0.61,0.06,2325,41.74,5.51,1.5,27.88,""
"887",428,2014,8,2014-08-04,"ABUR",15,1,8.98,0.54,0.06,2202,41.99,5.45,1.86,22.54,""
"888",428,2014,8,2014-08-04,"ABUR",15,2,8.98,0.54,0.06,2673,41.97,5.43,1.85,22.69,""
"889",429,2014,8,2014-08-05,"AQUE",15,1,12.08,1.4,0.12,2489,35.16,4.94,0.88,40.14,""
"890",429,2014,8,2014-08-05,"AQUE",15,2,12.08,1.4,0.12,2375,35.15,4.89,0.95,37.02,""
"891",430,2014,9,2014-09-02,"MOHK",15,1,9.77,0.84,0.09,2778,40.13,5.48,1.19,33.83,""
"892",430,2014,9,2014-09-02,"MOHK",15,2,9.77,0.84,0.09,2265,39.95,5.53,1.18,33.81,""
"893",431,2014,9,2014-09-05,"AQUE",15,1,6.06,0.94,0.16,2699,33.11,5.15,0.91,36.42,""
"894",431,2014,9,2014-09-05,"AQUE",15,2,6.06,0.94,0.16,2399,33.04,5.13,0.84,39.49,""
"895",432,2014,9,2014-09-09,"ABUR",15,1,8.87,0.6,0.07,2238,42.67,5.47,1.46,29.3,""
"896",432,2014,9,2014-09-09,"ABUR",15,2,8.87,0.6,0.07,2116,42.53,5.47,1.39,30.51,""
"897",433,2014,10,2014-10-09,"MOHK",15,1,8.95,0.69,0.08,2180,40.53,5.35,1.26,32.27,""
"898",433,2014,10,2014-10-09,"MOHK",15,2,8.95,0.69,0.08,4227,42.88,4.78,1.2,35.67,""
"899",434,2014,10,2014-10-10,"AQUE",15,1,5.89,0.93,0.16,2297,31.86,4.99,0.79,40.52,""
"900",434,2014,10,2014-10-10,"AQUE",15,2,5.89,0.93,0.16,2166,30.55,4.99,0.66,46.2,""
"901",435,2014,10,2014-10-13,"ABUR",15,1,9.46,0.66,0.07,2309,40.64,5.58,1.15,35.37,""
"902",435,2014,10,2014-10-13,"ABUR",15,2,9.46,0.66,0.07,2396,40.33,5.57,1.18,34.17,""
"903",436,2014,11,2014-11-04,"MOHK",15,1,5.98,0.74,0.12,2517,33.09,5.23,1.33,24.86,""
"904",436,2014,11,2014-11-04,"MOHK",15,2,5.98,0.74,0.12,2788,33.19,5.49,1.52,21.78,""
"905",438,2014,11,2014-11-10,"ABUR",15,1,8.5,0.5,0.06,2788,40.47,5.58,1.32,30.7,""
"906",438,2014,11,2014-11-10,"ABUR",15,2,8.5,0.5,0.06,2243,40.26,5.75,1.34,29.96,""
"907",439,2014,11,2014-11-13,"AQUE",15,1,6.43,0.41,0.06,2504,42.13,5.41,1.02,41.31,""
"908",439,2014,11,2014-11-13,"AQUE",15,2,6.43,0.41,0.06,2458,42.24,5.4,1.02,41.26,""
"909",440,2014,12,2014-12-01,"MOHK",15,1,5.96,0.34,0.06,2322,42.05,5.57,2.03,20.74,""
"910",440,2014,12,2014-12-01,"MOHK",15,2,5.96,0.34,0.06,2872,42.02,5.49,2.06,20.44,""
"911",441,2014,12,2014-12-01,"ABUR",15,1,5.46,0.33,0.06,2487,40.55,5.55,1.65,24.61,""
"912",441,2014,12,2014-12-01,"ABUR",15,2,5.46,0.33,0.06,2440,40.73,5.6,1.74,23.47,""
"913",442,2014,12,2014-12-05,"AQUE",15,1,7.14,0.38,0.05,2669,40.87,5.57,1.79,22.81,""
"914",442,2014,12,2014-12-05,"AQUE",15,2,7.14,0.38,0.05,2496,41.02,5.61,1.8,22.77,""
"915",443,2015,1,2015-01-06,"AQUE",15,1,6.35,0.54,0.09,3071,39.38,5.66,1.44,27.32,""
"916",443,2015,1,2015-01-06,"AQUE",15,2,6.35,0.54,0.09,3272,39.58,5.85,1.33,29.7,""
"917",444,2015,1,2015-01-07,"ABUR",15,1,5.47,0.3,0.05,3699,44.51,5.45,2.38,18.74,""
"918",444,2015,1,2015-01-07,"ABUR",15,2,5.47,0.3,0.05,3839,44.52,5.47,2.48,17.92,""
"919",445,2015,1,2015-01-07,"MOHK",15,1,6.94,0.41,0.06,2923,39.7,5.59,2.01,19.75,""
"920",445,2015,1,2015-01-07,"MOHK",15,2,6.94,0.41,0.06,3773,39.7,5.6,2.03,19.54,""
"921",446,2015,2,2015-02-03,"AQUE",15,1,6.16,0.43,0.07,4061,42.87,5.58,1.48,28.98,""
"922",446,2015,2,2015-02-03,"AQUE",15,2,6.16,0.43,0.07,4148,42.87,5.55,1.48,28.97,""
"923",447,2015,2,2015-02-05,"ABUR",15,1,4.46,0.26,0.06,3878,43.85,5.42,1.82,24.08,""
"924",447,2015,2,2015-02-05,"ABUR",15,2,4.46,0.26,0.06,3666,32.28,3.94,1.35,23.89,""
"925",448,2015,2,2015-02-07,"MOHK",15,1,5.45,0.29,0.05,3007,43.94,5.44,2.13,20.64,""
"926",448,2015,2,2015-02-07,"MOHK",15,2,5.45,0.29,0.05,3099,43.93,5.44,2.19,20.03,""
"927",449,2015,3,2015-03-04,"ABUR",15,1,3.22,0.21,0.07,3086,43.8,5.47,2.81,15.59,""
"928",449,2015,3,2015-03-04,"ABUR",15,2,3.22,0.21,0.07,3470,44.14,5.49,2.78,15.86,""
"929",450,2015,3,2015-03-06,"AQUE",15,1,5.44,0.82,0.15,4770,31.88,5.11,0.67,47.51,""
"930",450,2015,3,2015-03-06,"AQUE",15,2,5.44,0.82,0.15,4282,32.15,5.18,0.67,48.16,""
"931",451,2015,3,2015-03-09,"MOHK",15,1,4.83,0.33,0.07,3048,42.48,5.76,1.88,22.55,""
"932",451,2015,3,2015-03-09,"MOHK",15,2,4.83,0.33,0.07,3167,42.45,5.96,1.98,21.45,""
"933",452,2015,4,2015-04-06,"AQUE",15,1,7.19,0.41,0.06,2936,43.56,5.86,1.71,25.51,""
"934",452,2015,4,2015-04-06,"AQUE",15,2,7.19,0.41,0.06,3258,43.7,5.88,1.74,25.1,""
"935",453,2015,4,2015-04-08,"MOHK",15,1,4.83,0.69,0.14,2997,31.81,5.5,1.37,23.16,""
"936",453,2015,4,2015-04-08,"MOHK",15,2,4.83,0.69,0.14,3950,31.39,5.42,1.48,21.28,""
"937",454,2015,4,2015-04-13,"ABUR",15,1,3.43,0.18,0.05,3589,39.79,5.7,3.28,12.14,""
"938",454,2015,4,2015-04-13,"ABUR",15,2,3.43,0.18,0.05,3792,39.72,5.68,3.27,12.17,""
"939",455,2015,5,2015-05-04,"ABUR",15,1,3.62,0.25,0.07,4415,40.13,6.15,3.67,10.93,""
"940",455,2015,5,2015-05-04,"ABUR",15,2,3.62,0.25,0.07,3743,39.59,6.07,3.62,10.95,""
"941",456,2015,5,2015-05-07,"MOHK",15,1,3.14,0.21,0.07,3342,43.96,6.4,3.6,12.22,""
"942",456,2015,5,2015-05-07,"MOHK",15,2,3.14,0.21,0.07,3172,44.01,6.38,3.64,12.1,""
"943",457,2015,5,2015-05-12,"AQUE",15,1,3.35,0.16,0.05,4279,43.43,6.33,4.03,10.78,""
"944",457,2015,5,2015-05-12,"AQUE",15,2,3.35,0.16,0.05,3835,43.34,6.34,4.04,10.73,""
"945",458,2015,6,2015-06-02,"MOHK",15,1,8.91,0.56,0.06,3669,39.24,6.08,2.27,17.31,""
"946",458,2015,6,2015-06-02,"MOHK",15,2,8.91,0.56,0.06,3662,33.41,5.2,1.78,18.78,""
"947",459,2015,6,2015-06-04,"AQUE",15,1,7.77,0.47,0.06,3611,42.44,5.9,2.18,19.45,""
"948",459,2015,6,2015-06-04,"AQUE",15,2,7.77,0.47,0.06,3135,42.1,6.07,2.02,20.84,""
"949",460,2015,6,2015-06-09,"ABUR",15,1,7.92,0.55,0.07,3296,43.42,6.06,1.87,23.17,""
"950",460,2015,6,2015-06-09,"ABUR",15,2,7.92,0.55,0.07,4318,43.95,6.07,1.93,22.73,""
"951",461,2015,7,2015-07-02,"MOHK",15,1,6.32,0.41,0.06,2905,40.03,6.22,1.84,21.8,""
"952",461,2015,7,2015-07-02,"MOHK",15,2,6.32,0.41,0.06,3716,35.55,5.63,1.55,22.98,""
"953",462,2015,7,2015-07-08,"ABUR",15,1,6.76,0.85,0.13,3545,35.05,6.04,1.04,33.81,""
"954",462,2015,7,2015-07-08,"ABUR",15,2,6.76,0.85,0.13,3424,34.96,6.03,0.96,36.4,""
"955",463,2015,7,2015-07-13,"AQUE",15,1,8.77,0.55,0.06,3626,42.87,5.94,1.48,29.06,""
"956",463,2015,7,2015-07-13,"AQUE",15,2,8.77,0.55,0.06,3159,43.08,5.9,1.54,27.91,""
"957",464,2015,8,2015-08-03,"AQUE",15,1,10.17,0.98,0.1,3471,35.99,5.91,0.91,39.72,""
"958",464,2015,8,2015-08-03,"AQUE",15,2,10.17,0.98,0.1,3213,35.63,5.92,0.86,41.27,""
"959",465,2015,8,2015-08-05,"ABUR",15,1,6.39,0.4,0.06,2890,43,6.06,1.49,28.88,""
"960",465,2015,8,2015-08-05,"ABUR",15,2,6.39,0.4,0.06,3562,42.66,6.19,1.43,29.77,""
"961",466,2015,8,2015-08-06,"MOHK",15,1,7.51,0.98,0.13,3552,33.14,5.38,1.21,27.44,""
"962",466,2015,8,2015-08-06,"MOHK",15,2,7.51,0.98,0.13,3456,32.06,5.23,1.13,28.49,""
